@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,30-56,58-72,74-89,91-93,95-124,127-129,131-137,139-188,190-191,194-198,203-210,212-216,219-229'

@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var90 numeric
@attribute Var94 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var211 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var230 {0,1}

@data
186.64,?,6.3305,18,?,?,0,-30,?,?,?,384,26,2210,0,0,5180,1,18821,2,0
166.56,?,3.4268,60,?,4671,24336,?,?,?,198,145,26,7433,2791,2,3979,1,11604,2,0
166.56,?,2.4362,60,?,?,14337,36,?,?,?,68,26,1411,3366,0,1388,1,18714,2,0
166.56,?,5.1352,34,?,125530,29907,?,?,?,354,18,26,2053,0,0,2267,1,11344,2,0
264,?,0.093997,20,?,65673,0,-6,?,?,?,83,26,7821,0,0,407,2,9532,1,0
?,?,6.4322,8,?,?,?,-18,?,0,?,67,26,2447,0,0,5156,2,7579,2,0
363.2,?,6.6482,12,?,35286,0,?,?,?,294,58,26,1027,0,0,636,1,0,0,0
253.52,?,5.8475,18,?,98019,0,?,?,?,162,48,26,6661,0,0,1000,1,9918,2,0
240.08,?,0.70156,108,?,730970,202210,-30,?,?,390,274,26,2053,172,2,860,1,4486,1,0
?,?,5.5144,6,?,?,?,?,0,?,?,181,26,2959,0,0,4921,1,17671,2,0
86.96,?,4.0536,100,?,?,8172,-22,?,?,?,10,6,6166,6324,0,1814,2,5693,2,0
200,?,0.36445,194,?,1656,50193,?,?,?,?,45,1,5888,18865,2,2947,1,8845,1,0
256.48,?,3.5864,158,?,112250,17649,22,?,?,?,109,46,2053,18608,0,5494,1,14326,2,0
173.28,?,1.5627,84,?,?,16668,36,?,?,?,83,26,1277,2217,0,5643,1,9617,2,0
220.08,?,3.539,16,?,?,0,-8,?,?,126,335,26,4572,0,0,739,1,416,2,0
200,?,2.1852,46,?,?,2781,?,?,?,?,290,26,3952,0,0,2606,1,8763,2,0
166.56,?,5.1745,78,?,?,13149,30,?,?,?,7,26,4117,22136,0,2922,1,16938,2,0
166.56,?,6.1686,146,?,12336,119400,-30,?,?,276,107,1,4837,20073,0,2657,1,6817,2,0
233.44,?,6.2632,122,?,?,3033,?,?,?,?,37,1,7813,8928,0,4280,1,11871,2,0
298.72,?,3.5821,12,?,7080,0,-12,?,?,?,203,26,6281,0,0,3956,2,221,1,0
240.56,?,0.36189,76,?,?,2349,-10,?,?,234,185,26,6784,5156,0,5383,1,11076,2,0
0,?,4.4664,134,?,?,35325,4,?,?,?,319,44,3992,0,0,3493,1,6715,2,0
200,?,0.63256,16,?,?,0,4,?,?,?,106,26,1909,0,0,5878,1,14126,1,0
203.68,?,5.9746,24,?,23928,0,-14,?,?,?,335,26,7534,0,0,1914,2,8097,1,0
210,?,3.9929,152,?,478500,36792,?,?,?,?,115,18,5313,15154,0,4958,1,13106,2,0
286.96,?,4.1587,48,?,3270,3870,?,?,?,288,367,26,2432,16055,0,1803,1,3336,2,0
146.48,?,5.8923,106,?,13551,39663,58,?,?,?,125,26,6254,12606,2,60,1,5929,1,0
?,?,5.6328,6,?,?,?,-18,0,?,?,239,26,6388,0,0,2361,2,6123,1,0
72.64,?,2.6349,36,?,5040,108,?,?,?,?,210,26,4379,0,0,1794,1,16590,1,0
220.08,?,3.0096,34,?,?,22635,8,?,?,?,233,26,4797,0,0,2401,1,7571,1,0
166.56,?,6.4456,34,?,44715,14013,10,?,?,?,251,26,4837,0,0,1929,1,9675,1,0
220.08,?,1.9853,30,?,178060,63747,?,?,?,156,78,26,5376,0,0,2122,1,3041,2,0
220.08,?,1.0124,20,?,?,0,-28,?,?,156,82,26,4925,0,0,2546,1,4212,1,0
220.08,?,3.5721,56,?,25287,4707,-24,?,?,?,373,26,2268,10957,0,3584,2,3222,2,0
317.92,?,2.9049,18,?,?,0,4,?,?,306,348,26,439,0,0,407,1,9532,1,0
255.52,?,6.6898,38,?,75,4563,?,?,?,198,397,26,1016,0,0,3074,1,10125,2,0
133.12,?,1.5943,52,?,?,80379,?,?,?,?,362,26,1665,7089,2,622,1,8645,2,0
166.56,?,5.2098,150,?,50079,1575,-30,?,?,270,232,1,3161,1728,2,5994,1,11703,2,0
230.48,?,0.48387,132,?,?,7470,?,?,?,282,237,1,4086,2254,0,5073,1,10833,2,0
200,?,1.266,66,?,24411,35739,42,?,?,?,228,26,5504,12516,0,1871,1,10848,2,0
257.44,?,0.77996,84,?,4983,28467,-30,?,?,?,232,26,2776,2814,2,986,1,795,1,0
?,?,3.1438,6,?,?,?,-20,0,?,?,240,26,4266,0,0,2537,2,1375,2,0
166.56,?,0.12348,110,?,?,108320,?,?,?,300,94,1,2269,22263,2,468,1,12161,1,0
166.56,?,2.5905,46,?,?,297,?,?,?,?,282,26,3401,10851,0,4061,1,18984,2,0
266.88,?,1.3279,56,?,310550,15021,?,?,?,?,15,26,4972,0,0,1436,1,10306,1,0
153.2,?,0.009613,90,?,?,114250,?,?,?,306,226,26,5645,11116,2,2418,1,3460,1,0
186.64,?,5.2568,160,?,?,49482,34,?,?,?,50,1,3609,10625,2,3657,1,11898,2,0
262.88,?,3.6885,20,?,127130,0,?,?,?,?,362,26,4990,0,0,3114,1,14723,1,0
220.08,?,2.0925,56,?,49527,6138,32,?,?,?,12,26,2806,20364,2,3423,1,10153,1,0
48.8,?,0.51207,64,?,?,7704,4,?,?,?,306,6,4837,7480,0,571,1,11806,2,0
200,?,1.5381,32,?,179740,6678,8,?,?,?,58,26,2350,0,0,2032,1,9776,2,0
133.12,?,4.8131,54,?,?,261,30,?,?,?,368,26,6098,21095,2,23,1,8695,1,0
286.96,?,4.2235,134,?,?,62937,32,?,?,?,38,37,6254,0,0,2915,1,13860,1,0
240.56,?,4.3649,32,?,?,10782,?,?,?,?,227,26,2045,0,0,598,1,18628,2,0
166.56,?,0.17197,54,?,59010,123550,8,?,?,?,269,26,3099,20134,0,3376,1,11509,2,0
253.52,?,2.4194,18,?,945,0,?,?,?,?,21,26,4652,0,0,2680,1,12060,1,0
356.24,?,3.1908,30,?,90165,0,4,?,?,?,131,26,6349,0,0,2626,1,7228,2,1
186.64,?,2.1448,54,?,20250,15480,44,?,?,306,145,26,6176,0,0,3523,1,17853,2,0
220.08,?,5.9654,86,?,4044,810,?,?,?,?,107,26,6349,7019,2,622,1,8645,2,0
166.56,?,4.3529,112,?,?,12294,?,?,?,?,10,1,7648,7718,0,4688,1,6550,1,0
86.96,?,3.5638,26,?,?,0,4,?,?,?,109,26,5212,0,0,1106,1,10482,2,0
286.96,?,1.1143,28,?,?,0,-22,?,?,282,17,26,5566,0,0,3284,2,3307,2,0
253.52,?,4.0186,40,?,?,423,-18,?,?,162,269,26,864,0,0,4321,2,18443,2,0
286.96,?,6.1282,32,?,503850,1080,8,?,?,228,363,26,6289,0,0,2120,1,17345,1,0
204.72,?,1.0703,154,?,11922,73350,?,?,?,396,82,1,3642,18518,2,1374,1,7580,1,0
464.08,?,4.9656,12,?,16749,0,-14,?,?,?,83,26,1777,0,0,868,2,4779,1,0
272.32,?,2.5552,86,?,23745,47655,-24,?,?,?,15,26,6997,17784,2,2561,2,18704,2,0
200,?,1.2916,112,?,?,828,?,?,?,?,328,1,6269,17458,2,3096,1,15914,1,0
220.08,?,6.5721,124,?,1881,7452,-30,?,?,?,327,1,6419,2321,2,1265,1,15413,2,0
186.64,?,3.1134,42,?,101320,17415,?,?,?,378,226,26,5197,0,0,3910,1,4693,2,0
66.24,?,1.2059,58,?,?,1782,32,?,?,?,335,26,2501,12426,0,4482,1,9143,2,0
230.56,?,2.8227,20,?,4824,0,-4,?,?,?,254,26,4654,0,0,2312,2,3011,1,0
220.08,?,3.6159,104,?,?,2448,?,?,?,?,317,1,7627,10604,2,3252,1,1700,2,0
302.8,?,6.931,104,?,228030,9144,-28,?,?,252,233,26,7605,7814,2,5603,1,2418,2,0
320.4,?,6.0286,48,?,15615,113170,24,?,?,?,30,26,1449,8686,0,4935,1,6752,1,0
285.2,?,3.1961,14,?,2550,0,4,?,?,?,51,26,5197,0,0,2055,1,466,1,0
186.64,?,6.6377,140,?,83358,37602,?,?,?,312,329,1,4742,4549,2,3331,1,16617,1,1
?,?,6.9637,10,?,?,?,-20,?,?,?,232,26,2806,0,0,2927,2,18554,2,0
133.12,?,2.1874,100,?,?,2547,?,?,?,?,172,15,4972,14359,0,1670,1,8535,1,0
394.88,?,0.92651,126,?,227890,13365,?,?,?,366,367,1,4045,0,0,2124,1,5080,1,0
266.88,?,6.5552,72,?,?,51075,-18,?,?,?,203,26,2316,15723,2,4944,2,11808,1,0
200,?,6.6031,164,?,144060,36990,?,?,?,?,226,6,1150,10397,2,2883,1,8741,1,0
133.12,?,4.696,110,?,?,25767,?,?,?,270,91,1,873,459,0,98,1,10118,2,0
166.56,?,4.3093,140,?,?,123670,30,?,?,?,146,46,5645,0,0,4858,1,0,0,0
166.56,?,4.007,178,?,95505,3015,?,?,?,?,118,1,2950,0,0,3188,1,4780,1,0
254.64,?,3.2944,78,?,712200,9639,-18,?,?,354,269,26,5566,14406,0,5854,2,527,2,0
411.2,?,6.2796,78,?,72090,85788,?,?,?,234,294,26,2052,19177,0,3772,1,12143,2,0
340.24,?,5.7795,16,?,37698,0,-22,?,?,?,264,26,6082,0,0,1832,2,9200,1,0
314.48,?,4.1765,32,?,12,6354,6,?,?,360,194,26,80,0,0,1633,1,9703,1,0
?,?,3.8468,10,?,?,?,4,?,?,270,228,6,4797,0,0,2601,1,8482,2,0
233.44,?,3.6338,22,?,22794,0,?,?,?,?,251,26,5592,0,0,4480,1,144,2,0
353.84,?,5.1307,178,?,125600,26316,4,?,?,282,199,26,5644,21913,2,2531,1,1468,1,0
220.48,?,3.7723,164,?,4152,3105,14,?,?,?,122,37,2083,11158,0,4632,1,2106,2,0
186.64,?,6.6351,244,?,1071,56844,16,?,?,360,393,1,5645,4811,2,4898,1,17508,1,0
166.56,?,2.5281,154,?,?,180,26,?,?,?,194,1,1021,22454,2,4265,1,7360,1,0
612.64,?,4.862,14,?,184690,0,?,?,?,180,329,26,2695,0,0,3615,1,7896,1,0
286.96,?,6.0861,16,?,?,0,4,?,?,?,23,26,1022,0,0,300,1,13791,2,0
372.16,?,0.37577,148,?,58980,25326,?,?,?,?,352,37,1852,15543,2,2879,1,10480,1,0
22.08,?,3.8126,12,?,?,0,4,?,?,150,348,26,6290,0,0,1825,1,16385,1,0
486.08,?,6.5935,26,?,27663,0,-30,?,?,?,183,26,7855,0,0,3300,1,1575,2,0
220.48,?,5.0942,20,?,?,0,-14,?,?,288,169,26,7696,0,0,1218,1,11636,2,0
220.08,?,0.71438,54,?,35031,44541,30,?,?,?,379,26,873,19044,2,1547,1,9203,2,0
267.44,?,3.3734,18,?,105740,0,-26,?,?,228,145,26,1664,0,0,3244,1,1868,2,0
166.56,?,1.2987,184,?,?,82620,50,?,?,?,295,1,35,2713,0,3916,1,9285,2,0
?,?,5.9436,10,?,?,?,-28,?,?,?,268,26,5614,0,0,1594,1,7098,2,0
133.12,?,6.7184,104,?,12264,67545,32,?,?,?,41,15,3686,10952,0,2679,1,2575,2,0
?,?,4.4999,6,?,?,?,?,0,?,?,374,26,5566,0,0,929,1,14273,2,0
102.24,?,1.539,78,?,25233,2340,?,?,?,?,273,26,6419,17902,0,5216,1,18810,2,0
186.64,?,4.9709,130,?,24057,24435,58,?,?,342,359,1,1877,22417,2,4246,1,2689,1,0
220.08,?,2.9269,66,?,9213,14067,?,?,?,?,306,26,2900,7989,2,622,1,0,0,0
166.56,?,1.0756,102,?,?,157260,?,?,?,204,28,26,3332,7843,2,4591,1,5116,1,0
286.96,?,1.9915,32,?,43974,0,8,?,?,?,325,26,166,0,0,6052,1,2111,1,0
220.08,?,5.0464,58,?,?,82899,32,?,?,?,125,26,7902,7660,2,60,1,5929,1,0
296.96,?,0.88314,92,?,9246,18549,-26,?,?,?,130,35,6960,0,0,3177,1,18944,1,0
220.08,?,3.6556,94,?,?,243,?,?,?,?,236,15,6246,1417,2,542,1,13291,1,0
253.52,?,3.0857,126,?,6168,1449,-30,?,?,?,335,1,235,10426,2,3269,1,15835,1,0
30.08,?,0.66396,146,?,8517,7362,?,?,?,?,295,6,3819,20187,0,679,1,19173,2,0
233.44,?,0.76479,58,?,34701,4248,34,?,?,?,203,26,2275,14958,2,1001,1,7628,1,0
166.56,?,0.89724,54,?,?,110390,30,?,?,144,222,26,1942,21244,0,4122,1,5482,1,0
263.6,?,5.8327,76,?,97209,13248,?,?,?,?,7,26,4740,2004,0,4327,1,8650,2,0
200,?,0.84747,60,?,?,8370,36,?,?,246,125,26,5249,1033,0,1075,1,13003,1,0
407.92,?,0.44072,14,?,?,0,-26,?,?,?,348,26,3980,0,0,606,2,11658,1,0
347.12,?,4.0773,154,?,?,6444,-18,?,?,318,222,1,6289,8142,0,1587,2,1529,2,0
166.56,?,3.0265,136,?,121760,9918,34,?,?,?,358,1,1725,17950,0,375,1,8320,2,0
166.56,?,6.382,154,?,73056,3888,10,?,?,?,20,1,4990,5490,2,3016,1,15804,2,0
470.88,?,6.323,12,?,222570,0,4,?,?,?,53,26,415,0,0,3034,1,4001,1,0
99.68,?,3.2679,88,?,143250,114480,-30,?,?,300,147,26,3324,2738,0,2728,1,2801,2,0
186.64,?,3.7646,20,?,?,0,4,?,?,498,384,26,658,0,0,2237,1,13453,1,0
166.56,?,5.219,60,?,?,6435,36,?,?,?,354,26,2820,0,0,4626,1,4257,1,0
286.96,?,0.92523,34,?,9603,2070,-20,?,?,150,358,26,5136,0,0,3807,2,3615,1,0
397.28,?,2.0508,60,?,?,50643,-22,?,?,?,82,26,5455,9410,0,4869,2,10276,1,0
166.56,?,2.3352,172,?,?,17019,?,?,?,288,10,1,6422,4,2,1895,1,16233,1,0
166.56,?,3.9291,14,?,28821,0,4,?,?,?,48,26,6997,0,0,356,1,600,2,0
166.56,?,3.1835,80,?,?,1818,32,?,?,?,130,26,6997,12597,2,4768,1,2861,1,0
166.56,?,4.5806,36,?,78213,13248,-24,?,?,?,384,26,873,0,0,5302,1,18558,2,0
233.44,?,3.1455,94,?,71124,41247,?,?,?,?,176,26,3051,15018,2,4944,1,11808,1,1
159.84,?,0.21534,58,?,6798,4275,46,?,?,276,384,26,5566,5844,0,2291,1,15746,2,0
210.48,?,6.1186,22,?,16500,0,-4,?,?,?,163,26,6904,0,0,986,2,0,0,0
220.48,?,4.1859,18,?,380850,0,-6,?,?,?,169,26,1878,0,0,1218,1,11636,2,0
?,?,5.2324,8,?,?,?,-18,?,0,372,274,26,5614,0,0,5819,2,7412,1,0
220.08,?,1.6125,34,?,247670,27225,?,?,?,120,0,26,5802,0,0,5999,1,12814,2,0
331.36,?,3.0404,56,?,?,1962,30,?,?,366,269,26,4519,1948,0,5298,1,14779,2,0
186.64,?,0.089938,124,?,94179,36972,-24,?,?,306,48,1,5645,11309,0,289,2,14049,2,0
186.64,?,2.5791,120,?,130350,24669,?,?,?,?,311,37,4837,13211,0,4113,1,10924,1,0
200,?,3.0575,172,?,?,74808,?,?,?,?,176,37,3076,10307,2,3920,1,842,1,0
166.56,?,1.1884,170,?,4302,78777,?,?,?,?,21,1,3646,834,2,5310,1,19006,1,0
33.44,?,2.8109,106,?,?,87264,4,?,?,?,216,1,588,6835,0,3443,1,9711,1,0
220.08,?,0.74941,122,?,515800,28089,26,?,?,?,131,1,6025,7636,2,5512,1,7214,1,0
220.08,?,3.4339,38,?,50826,35604,?,?,?,?,21,26,1665,0,0,2242,1,8983,1,0
232.32,?,3.4405,38,?,2376,13284,14,?,?,?,384,26,3609,0,0,4495,1,13736,1,0
186.64,?,2.549,24,?,3540,0,-18,?,?,360,50,26,2432,0,0,2066,2,9542,2,0
?,?,6.1292,10,?,?,?,-16,?,?,?,57,26,6926,0,0,1075,2,8528,1,0
286.96,?,0.8605,118,?,25887,97848,6,?,?,234,107,26,758,3408,2,4656,1,6832,2,0
200,?,3.3771,42,?,?,49059,?,?,?,180,90,26,6614,0,0,2928,1,12918,1,0
166.56,?,0.55971,90,?,36,12159,?,?,?,276,155,26,2678,7996,2,5805,1,9180,1,0
253.52,?,4.8729,40,?,?,12114,-28,?,?,?,107,26,6367,0,0,3022,1,12078,1,0
286.96,?,0.90002,26,?,?,0,4,?,?,?,368,26,1021,0,0,1229,1,16751,1,0
353.44,?,6.2705,68,?,?,24867,?,?,?,276,235,26,7994,3487,2,2531,1,1468,1,0
320.4,?,4.106,84,?,23532,17478,-30,?,?,?,210,26,3819,5574,0,4700,1,9414,2,0
220.08,?,3.9703,72,?,59001,2286,24,?,?,186,182,26,1659,12257,0,661,1,13577,2,0
133.12,?,6.4516,136,?,?,143490,32,?,?,312,346,1,4721,0,0,636,1,3086,2,0
200,?,0.41337,112,?,?,1710,?,?,?,222,359,1,1777,6733,2,3377,1,10354,1,0
166.56,?,2.8532,38,?,?,9927,-28,?,?,?,152,26,2083,0,0,5355,1,15409,2,0
253.52,?,2.0658,50,?,4608,55980,-22,?,?,162,231,26,1805,15327,2,376,2,17549,2,1
133.12,?,6.2574,134,?,?,7002,?,?,?,342,33,1,3895,22173,0,954,1,19133,2,0
166.56,?,0.45738,98,?,?,3168,48,?,?,?,50,6,5494,1252,2,4130,1,4170,1,0
220.08,?,0.13031,122,?,0,4203,?,?,?,156,222,1,2083,15683,2,479,1,11651,1,0
179.92,?,6.4631,98,?,?,3969,-30,?,?,?,130,15,5284,17889,0,3845,1,14346,1,0
220.08,?,5.5571,18,?,55617,0,4,?,?,?,83,26,7855,0,0,1097,1,5613,2,0
228,?,1.2365,16,?,257250,0,-12,?,?,156,117,26,1805,0,0,5139,1,17981,2,0
253.52,?,4.7778,46,?,134950,16065,20,?,?,228,178,26,5644,0,0,180,1,7078,2,0
200,?,3.8611,30,?,?,33327,4,?,?,?,226,6,4743,0,0,6077,1,523,1,0
133.12,?,5.2433,54,?,?,9054,-30,?,?,246,367,26,2268,8514,0,3401,1,4751,2,0
166.56,?,3.6259,28,?,765,0,4,?,?,?,139,26,6082,0,0,847,1,17846,2,0
117.04,?,4.3104,88,?,46791,54459,4,?,?,?,378,26,6822,18583,0,5763,1,1838,2,0
229.92,?,2.6778,52,?,?,26784,?,?,?,?,82,26,1265,9410,0,4869,1,10276,1,0
?,?,0.27067,8,?,?,?,-18,?,0,?,131,26,2447,0,0,479,2,11651,1,0
?,?,1.3115,6,?,?,?,-18,0,?,270,194,26,2083,0,0,463,2,2885,1,0
?,?,5.1169,10,?,?,?,?,?,?,414,99,26,1856,0,0,3331,1,16617,1,0
?,?,6.758,10,?,?,?,4,?,?,?,118,26,5935,0,0,3188,1,4780,1,0
166.56,?,4.5426,62,?,?,63117,-22,?,?,270,108,26,2302,5688,2,4199,2,947,1,0
253.52,?,4.7951,38,?,?,87111,14,?,?,?,10,6,873,0,0,865,1,11490,1,0
233.44,?,4.0446,154,?,?,243,?,?,?,?,33,37,4572,12153,2,4860,1,12390,1,0
220.48,?,2.7646,48,?,207,82341,24,?,?,?,227,26,4343,10002,0,1685,1,1483,2,0
?,?,6.7052,8,?,?,?,-16,?,0,?,174,26,4973,0,0,3956,2,221,1,0
301.04,?,1.2655,22,?,68556,0,-2,?,?,144,146,26,3895,0,0,6034,2,17930,1,1
133.12,?,6.6823,104,?,?,693,32,?,?,?,104,26,713,5927,0,1854,1,16817,2,0
233.44,?,1.5236,36,?,?,3807,?,?,?,162,212,26,588,0,0,5898,1,5272,1,0
166.56,?,4.8056,146,?,9477,86940,?,?,?,312,382,1,6535,6611,0,1742,1,15695,1,0
274.88,?,2.8244,14,?,?,0,-18,?,?,342,286,26,3177,0,0,3158,2,2783,1,0
305.52,?,3.6167,20,?,105220,0,-26,?,?,?,18,26,401,0,0,3072,1,8399,1,0
33.44,?,6.6242,86,?,?,23553,4,?,?,228,228,26,5093,18214,0,1487,1,16060,2,0
133.12,?,2.4847,134,?,0,137720,?,?,?,228,304,1,2357,8794,2,4266,1,1827,1,0
120.4,?,4.5779,106,?,?,8406,-18,?,?,?,359,1,3952,4182,0,2362,2,5882,2,0
133.12,?,1.589,58,?,?,5310,34,?,?,?,194,26,7684,14186,2,3352,1,17419,1,0
186.64,?,2.9539,18,?,136040,0,4,?,?,138,166,26,4639,0,0,903,1,16043,2,0
186.64,?,1.1393,102,?,?,10233,?,?,?,336,158,26,6997,11436,0,497,1,917,1,0
341.2,?,4.4574,32,?,?,11682,-20,?,?,426,380,26,4837,0,0,959,2,5816,1,0
258.24,?,2.4775,192,?,12300,41004,42,?,?,?,379,18,873,19484,0,1662,1,16424,2,0
?,?,1.7941,10,?,?,?,-14,?,?,?,6,26,713,0,0,1207,2,1941,2,0
253.52,?,2.9101,32,?,203330,11934,8,?,?,?,378,26,2501,0,0,1440,1,6166,2,0
266.72,?,1.2136,112,?,?,396,?,?,?,234,359,1,212,5035,2,1375,1,7702,1,0
133.12,?,2.906,62,?,?,4338,?,?,?,?,68,26,6502,21577,2,5950,1,11542,1,0
220.08,?,1.3457,34,?,37551,171690,-24,?,?,?,282,26,2930,0,0,539,2,16152,1,0
220.08,?,3.8834,194,?,616600,151870,?,?,?,?,282,6,6082,20650,0,3148,1,4609,2,0
137.68,?,5.2256,128,?,?,92628,?,?,?,?,97,37,4572,10734,0,5604,1,848,2,0
236.08,?,6.4931,14,?,68574,0,-20,?,?,246,306,26,2316,0,0,5976,2,4000,2,0
?,?,1.4681,10,?,?,?,-28,?,?,?,43,26,6332,0,0,4122,1,8291,2,0
?,?,5.2166,8,?,?,?,-30,?,0,144,292,26,3099,0,0,2946,2,9146,2,0
133.12,?,6.1378,58,?,?,28278,32,?,?,?,231,26,2752,17108,0,3746,1,8793,2,0
286.96,?,0.58834,86,?,4470,54531,4,?,?,?,80,26,5789,7391,2,6099,1,9908,1,0
266.88,?,2.5315,24,?,2148900,0,4,?,?,132,290,26,529,0,0,2429,1,4740,1,0
283.12,?,6.7909,14,?,41145,0,4,?,?,?,80,26,5602,0,0,3255,1,17932,2,0
?,?,2.3469,8,?,?,?,4,?,0,?,83,26,4862,0,0,4093,1,12637,2,0
?,?,0.056825,6,?,?,?,-20,0,?,?,0,26,4990,0,0,2494,2,2973,2,0
166.56,?,1.4283,116,?,92031,68427,?,?,?,318,389,1,5935,21483,2,2930,1,7890,1,0
433.68,?,6.661,98,?,3537,23796,?,?,?,186,358,26,7648,17733,2,799,1,10413,1,0
200,?,0.55736,90,?,14418,1008,4,?,?,?,155,26,1922,10399,2,3355,1,3460,1,0
?,?,2.2809,10,?,?,?,-16,?,?,?,380,26,1852,0,0,4956,2,9001,1,0
166.56,?,6.2517,78,?,?,8622,30,?,?,?,92,6,6082,6020,0,5973,1,4228,1,0
133.12,?,6.5181,154,?,287740,55611,?,?,?,282,262,1,4490,21001,2,3353,1,17497,2,0
200,?,6.7902,64,?,?,211530,-30,?,?,?,106,26,6995,0,0,114,1,8395,1,0
220.48,?,0.2946,32,?,?,53541,8,?,?,?,307,26,5644,0,0,5979,1,5798,2,0
99.68,?,3.345,84,?,?,68427,?,?,?,?,397,26,1268,22424,2,5860,1,3538,2,0
166.56,?,0.79363,76,?,74259,603,28,?,?,?,38,26,3332,15077,0,5069,1,12505,1,0
125.6,?,3.7757,148,?,35292,125620,-30,?,?,?,76,37,7731,16085,2,2779,1,16328,1,0
152.16,?,3.6635,142,?,18,15084,-22,?,?,?,368,1,2585,5977,0,6103,2,3888,2,0
?,?,4.2993,10,?,?,?,-20,?,?,276,232,26,2715,0,0,4523,2,13077,2,0
273.6,?,4.2764,42,?,?,6975,?,?,?,150,0,26,5375,0,0,309,1,12577,2,0
90.16,?,3.4777,22,?,25584,0,-30,?,?,?,23,26,2357,0,0,4640,1,16389,2,0
253.52,?,0.071352,158,?,11292,58698,?,?,?,?,395,1,7855,13447,0,5639,1,13503,2,0
326.16,?,3.4008,58,?,30093,441,?,?,?,?,68,26,5915,10054,0,4282,1,3279,2,0
318.56,?,1.6172,82,?,15963,24264,-30,?,?,246,363,26,888,0,0,4200,1,1403,1,0
353.04,?,1.2779,26,?,108970,0,-26,?,?,168,309,26,1412,0,0,4711,1,2124,2,0
?,?,1.5127,10,?,?,?,?,?,?,198,366,26,2141,0,0,1527,1,12353,1,0
288.56,?,5.6073,106,?,253060,42678,-18,?,?,?,251,26,5249,14420,0,4233,2,18917,2,0
266.48,?,3.3134,12,?,12747,0,4,?,?,?,64,6,4016,0,0,4567,1,10389,1,0
319.28,?,6.9171,24,?,70176,0,4,?,?,?,38,26,2788,0,0,1838,1,5531,1,0
133.12,?,3.9009,82,?,?,2079,58,?,?,462,125,26,3642,14968,2,4025,1,5929,1,0
220.08,?,4.2209,16,?,75657,0,-22,?,?,144,136,26,5645,0,0,5611,2,13203,1,0
262.64,?,4.0874,16,?,?,0,-8,?,?,?,152,26,6025,0,0,1359,2,1856,1,1
253.52,?,2.7242,36,?,99984,46971,-26,?,?,372,199,26,5197,0,0,1800,1,13016,1,0
269.2,?,3.5405,32,?,49062,99,?,?,?,510,9,26,5891,0,0,1678,1,16089,2,0
233.44,?,0.44414,56,?,9,288,32,?,?,?,173,26,2432,17450,2,4515,1,15289,1,0
233.44,?,2.9103,84,?,?,76428,60,?,?,?,80,26,2053,20394,2,3086,1,12868,1,0
220.08,?,2.8487,30,?,?,3582,6,?,?,?,118,26,2141,0,0,4591,1,5116,1,0
166.56,?,6.3965,86,?,10521,12537,?,?,?,420,329,26,6997,14876,2,2227,1,11073,1,0
166.56,?,2.8834,36,?,?,225,?,?,?,282,144,26,7820,0,0,2984,1,0,0,0
?,?,5.2929,10,?,?,?,?,?,?,?,80,26,1202,0,0,6099,1,9908,1,0
166.56,?,4.6024,128,?,?,3168,?,?,?,318,125,1,5871,21700,2,3402,1,5929,1,0
200,?,6.7787,220,?,?,1224,-20,?,?,216,50,1,2533,7045,2,1411,2,1166,2,0
166.56,?,6.4918,54,?,26058,108500,30,?,?,162,147,26,2813,7801,2,4389,1,15792,1,0
265.76,?,6.9069,114,?,283100,80451,?,?,?,?,328,1,6783,15351,2,4956,1,9001,1,0
186.64,?,6.8928,14,?,429490,0,4,?,?,?,139,26,3332,0,0,2700,1,12167,2,0
166.56,?,6.8669,148,?,20520,5364,?,?,?,246,329,1,1187,3143,0,768,1,12597,2,0
179.92,?,5.8327,18,?,52554,0,4,?,?,?,367,26,1021,0,0,3401,1,11546,2,0
286.96,?,2.7505,28,?,4011,0,4,?,?,?,5,26,3837,0,0,4538,1,8430,2,0
?,?,5.8863,8,?,?,?,?,?,0,?,262,26,2546,0,0,5733,1,2014,2,0
?,0,2.2119,4,0,?,?,-20,?,?,?,329,26,5197,0,0,3331,2,16617,1,0
20.08,?,0.76928,216,?,5937,38052,4,?,?,?,10,49,6082,22601,2,5563,1,15734,1,0
33.44,?,3.342,140,?,?,48375,-16,?,?,366,351,3,7851,2254,0,5073,1,10833,2,0
392.16,?,3.5089,94,?,3615,1836,-28,?,?,312,393,26,5566,11834,2,3716,1,7498,1,0
166.56,?,0.39265,54,?,?,747,30,?,?,354,171,26,2679,9116,0,391,1,10700,2,0
286.96,?,4.404,106,?,165750,23499,56,?,?,?,192,24,5249,6718,2,3563,1,3368,1,0
166.56,?,2.0677,40,?,0,35136,?,?,?,?,164,26,6657,0,0,4610,1,10311,1,0
?,?,1.981,10,?,?,?,-14,?,?,?,173,26,1334,0,0,5460,2,13256,1,0
